lambda_micron,nuFnu
0.1,0.0006857573092970806
0.1236673,0.04379836008247511
0.152936,0.17183801219035796
0.1891319,0.4414002753258081
0.2338943,0.7985480252952901
0.2892508,1.100724425662653
0.3577086,1.2507280259504594
0.4423686,1.2002996223415714
0.5470654,1.023134292172353
0.676541,0.7818158479135763
0.83666,0.5560695161561626
1.034675,0.4162148577852484
1.279555,0.34197728570911895
1.582391,0.26857807609521833
1.9569,0.18778070429458696
2.420045,0.11439295787381738
2.992805,0.08148795440746973
3.701121,0.061175593359015984
4.577077,0.0472837131049648
5.660348,0.040113065217863716
7.0,0.033726158695248934
7.089677,0.0336480377410222
7.180503,0.03360660102610632
7.272493,0.033561325354526494
7.365661,0.03351600062871965
7.460023,0.03351621154665
7.555593,0.033896948272510295
7.652388,0.03467002581123536
7.750423,0.03546036497253428
7.849714,0.03626906450589833
7.950277,0.03709866639084811
8.052128,0.03940979773941999
8.155284,0.04305700277482443
8.259761,0.04975992328095736
8.365577,0.060518554911808374
8.472749,0.0724905091043028
8.581293,0.08554848443159106
8.691229,0.09939408714457325
8.802572,0.11449387148327808
8.915342,0.13208174345755136
9.029557,0.15089452831597922
9.145235,0.1699130533680487
9.262394,0.18729822079623967
9.381055,0.20314236627366322
9.501236,0.21415912514851201
9.622957,0.22219737914255724
9.746237,0.22506401655848898
9.871096,0.22431681166781978
9.997555,0.21950172711866056
10.12563,0.21239513382537864
10.25535,0.20402373688250383
10.38673,0.19534226387258438
10.5198,0.18560315563835358
10.65457,0.1752296411482674
10.79107,0.1641841209202274
10.92931,0.1538169381148591
11.06933,0.14403351759457536
11.21113,0.13454770833374413
11.35476,0.12513901691061677
11.50023,0.11525257755091516
11.64756,0.10544144070568347
11.79677,0.09618062979199947
11.9479,0.0873831959054043
12.10097,0.08006358044352022
12.25599,0.0737357896386273
12.413,0.06802519033109497
12.57203,0.06421194750693579
12.73309,0.06248613700096267
12.89621,0.060783967045913975
13.06143,0.06077337435536377
13.22876,0.06262907555436543
13.39823,0.06484989656853164
13.56988,0.06731417559542026
13.74372,0.07012423987692658
13.91979,0.07305745020480159
14.09812,0.07581118292848806
14.27873,0.07829903782877604
14.46165,0.08094285628729796
14.64692,0.08404819943459592
14.83456,0.08745053659870704
15.02461,0.09165089721018331
15.21709,0.09907572979500347
15.41204,0.10749932141591953
15.60948,0.11666503841649746
15.80946,0.12664188721723332
16.01199,0.13673161523910235
16.21712,0.1456586276428121
16.42488,0.1543264909954792
16.6353,0.16001086448956814
16.84841,0.16391458137469114
17.06426,0.16649512060572821
17.28287,0.16668696147085602
17.50428,0.166146054557321
17.72853,0.16386781210186036
17.95565,0.161029256520719
18.18568,0.15757584240022623
18.41866,0.1537970228295376
18.65462,0.1502812301955779
18.8936,0.14694977975206192
19.13565,0.14368235441195593
19.3808,0.14049215995507794
19.62908,0.1376033847592147
19.88055,0.1350065466980877
20.13524,0.13255994572500254
20.3932,0.13028240668013114
20.65445,0.12806286204276332
20.91906,0.12590881469169782
21.18705,0.12429589188770707
21.45848,0.12295014157256773
21.73339,0.12163492417698639
22.01181,0.12035591267850045
22.29381,0.1191905827375908
22.57941,0.11804831449956615
22.86868,0.11692339302186898
23.16165,0.11577581961159485
23.45837,0.11460213572648198
23.7589,0.11344847058440012
24.06328,0.11214935005775291
24.37155,0.11057183096610826
24.68378,0.10897613410341726
25.0,0.1074205832188815
30.73734,0.08397421553753011
37.79135,0.06637491149286164
46.46422,0.05042195580178321
57.12745,0.032976081202827474
70.23782,0.019082957497653288
86.35694,0.010154808755983897
106.1753,0.004941911020412627
130.5418,0.0022463027579223385
160.5003,0.0009668011864164286
197.3341,0.00039876998296933423
242.6209,0.00015891600287968184
298.3008,6.172930539315284e-05
366.7589,2.3513507061743467e-05
450.9277,8.823571609972785e-06
554.4126,3.2734468249078756e-06
681.6467,1.2038749668689693e-06
838.0801,4.3982676431160675e-07
1030.414,1.5989399125411352e-07
1266.887,5.792144093103808e-08
1557.629,2.093369490965803e-08
1915.095,7.557569598218469e-09
2354.597,2.729149217900346e-09
2894.961,9.873518210885403e-10
3559.336,3.5858929502542884e-10
4376.18,1.3109116951765356e-10
5380.484,4.8412634594554385e-11
6615.27,1.8146137557245745e-11
8133.431,6.943392437750995e-12
10000.0,1.9681306406356805e-12
