lambda_micron,nuFnu
0.1,6.463849930557349e-05
0.1236673,0.0421736655283736
0.152936,0.16720294917431197
0.1891319,0.43489020170943543
0.2338943,0.8074442275203414
0.2892508,1.140873879594126
0.3577086,1.3226044866222775
0.4423686,1.2508510512390354
0.5470654,1.0457985614204093
0.676541,0.7852905924075524
0.83666,0.5543235630171834
1.034675,0.40856679514331656
1.279555,0.33123388249878943
1.582391,0.25934854964643356
1.9569,0.18223873043988484
2.420045,0.112353277341596
2.992805,0.08264458675337141
3.701121,0.06612848044516709
4.577077,0.05626044697822879
5.660348,0.052107497595122225
7.0,0.048030516316888094
7.089677,0.04808661449510473
7.180503,0.04817542854304573
7.272493,0.04826285020021343
7.365661,0.04835010843530977
7.460023,0.048484633045092276
7.555593,0.049023444330212496
7.652388,0.049969905514815526
7.750423,0.050926593577489736
7.849714,0.051898899464348114
7.950277,0.05289317920209409
8.052128,0.055403224987032346
8.155284,0.0592833593358675
8.259761,0.06632935125881272
8.365577,0.0776784287636455
8.472749,0.09050733237302779
8.581293,0.10471272836914734
8.691229,0.11997588443565967
8.802572,0.13679750460748485
8.915342,0.15654139461891392
9.029557,0.17784442735334902
9.145235,0.19957587059214324
9.262394,0.2196570165893015
9.381055,0.23814980372053549
9.501236,0.25127492785752337
9.622957,0.2610682887657995
9.746237,0.2649784153533863
9.871096,0.26475149033108686
9.997555,0.2598472815856429
10.12563,0.2523007070559668
10.25535,0.24329114754220815
10.38673,0.23391812071791918
10.5198,0.22332838704491206
10.65457,0.2120103655644013
10.79107,0.19992733919583067
10.92931,0.18862055847305587
11.06933,0.17798054384491416
11.21113,0.1676786586749615
11.35476,0.1574628656097502
11.50023,0.146703348047906
11.64756,0.13602064592273208
11.79677,0.12594212222065687
11.9479,0.11635611530246356
12.10097,0.10840419456144657
12.25599,0.1015327745329629
12.413,0.09531422585595455
12.57203,0.09123380424608689
12.73309,0.08954493262664634
12.89621,0.08786827604192819
13.06143,0.0881634478978865
13.22876,0.09065490583757761
13.39823,0.09358446950085686
13.56988,0.09680967630604678
13.74372,0.10044974983500642
13.91979,0.10424299287600979
14.09812,0.10783417613628386
14.27873,0.11112238538286931
14.46165,0.11460270788196814
14.64692,0.11863430103655814
14.83456,0.12302408661419047
15.02461,0.12835973668418602
15.21709,0.13748096300451523
15.41204,0.14778049626283063
15.60948,0.1589694880719242
15.80946,0.17114465792351483
16.01199,0.18350519493508063
16.21712,0.1945584550647865
16.42488,0.20536674736502564
16.6353,0.21269232599479898
16.84841,0.21793572349464366
17.06426,0.22162658248612244
17.28287,0.22247977189633367
17.50428,0.2224647894663981
17.72853,0.2203745337025217
17.95565,0.21761557751732408
18.18568,0.21412112004939535
18.41866,0.2102369928741263
18.65462,0.206667945024058
18.8936,0.20331898259469577
19.13565,0.20004444852426784
19.3808,0.1968586362827134
19.62908,0.19403063290114894
19.88055,0.19154901101622926
20.13524,0.18924191735586401
20.3932,0.1871315574989002
20.65445,0.18508154539293842
20.91906,0.183099080203969
21.18705,0.18176900086881373
21.45848,0.18075811162739366
21.73339,0.17977443635567156
22.01181,0.17882348580650587
22.29381,0.1780014229480806
22.57941,0.17719358911576913
22.86868,0.1763910542394209
23.16165,0.17554049668856397
23.45837,0.17463445159126428
23.7589,0.1737293725164124
24.06328,0.17260562239246327
24.37155,0.17107823433671865
24.68378,0.1694815694087748
25.0,0.1678896511603634
30.73734,0.13568940411050723
37.79135,0.10138718959111143
46.46422,0.07133684643392574
57.12745,0.04312092139712808
70.23782,0.02336182867033706
86.35694,0.011824729942789314
106.1753,0.0055317697323615
130.5418,0.0024384961664668118
160.5003,0.0010250840247250325
197.3341,0.00041540439110215595
242.6209,0.00016342517272355353
298.3008,6.290611063433056e-05
366.7589,2.3812211076948206e-05
450.9277,8.897920629712941e-06
554.4126,3.291704163280537e-06
681.6467,1.2083203949546773e-06
838.0801,4.4090461438742116e-07
1030.414,1.6015526340186707e-07
1266.887,5.798500429900176e-08
1557.629,2.094928955411366e-08
1915.095,7.561448295953533e-09
2354.597,2.730133567357022e-09
2894.961,9.876085694177425e-10
3559.336,3.586585805473173e-10
4376.18,1.3111062740636807e-10
5380.484,4.841833551069456e-11
6615.27,1.814787933786297e-11
8133.431,6.943944218093643e-12
10000.0,1.9683110378599806e-12
