lambda_micron,nuFnu
0.1,9.631409993025529e-05
0.1236673,0.0005982292608718046
0.152936,0.0020997996494845823
0.1891319,0.005574269719038568
0.2338943,0.008326326914891064
0.2892508,0.010561890664400957
0.3577086,0.014771547081023045
0.4423686,0.012861331853441751
0.5470654,0.015596404334547774
0.676541,0.01254655247600665
0.83666,0.00918762360202874
1.034675,0.011885753599023349
1.279555,0.028170071555247225
1.582391,0.06880910689194462
1.9569,0.09755172031262757
2.420045,0.08520131060075685
2.992805,0.06700957656098361
3.701121,0.05193952651353803
4.577077,0.04007282715926163
5.660348,0.03303342970324982
7.0,0.026672061352810996
7.089677,0.026538295836897065
7.180503,0.026432109196035513
7.272493,0.02632319920928898
7.365661,0.026211836826676972
7.460023,0.02613626759911701
7.555593,0.026354094357268067
7.652388,0.026865265866443475
7.750423,0.02737356141415957
7.849714,0.027879183222554376
7.950277,0.02838287152153154
8.052128,0.029890456855850532
8.155284,0.032157236011170987
8.259761,0.0359287263083242
8.365577,0.040859811163832374
8.472749,0.044814436453916265
8.581293,0.047625614990032795
8.691229,0.04935257952724977
8.802572,0.05031599500104485
8.915342,0.05084428699877222
9.029557,0.05123549642049744
9.145235,0.05183757336355022
9.262394,0.052802126780783554
9.381055,0.05413493755607153
9.501236,0.05556007462908079
9.622957,0.057017984545293804
9.746237,0.058216871073808
9.871096,0.05916011818692378
9.997555,0.05972407636054932
10.12563,0.06001695341191359
10.25535,0.06010916838515258
10.38673,0.060083951038324306
10.5198,0.059842186565737976
10.65457,0.059408456712675445
10.79107,0.05875254879340364
10.92931,0.05802547139218979
11.06933,0.05720904813374489
11.21113,0.05625154900130254
11.35476,0.05509781705896376
11.50023,0.05360748685696644
11.64756,0.051830936430324166
11.79677,0.04984315412032802
11.9479,0.047616260490811906
12.10097,0.04548542338174116
12.25599,0.04339748756762107
12.413,0.04128674427249007
12.57203,0.03975904184190198
12.73309,0.03905161042164804
12.89621,0.03832263597371892
13.06143,0.03836154851433623
13.22876,0.03927675959570262
13.39823,0.040363387319754716
13.56988,0.04156250749155713
13.74372,0.04291757900065047
13.91979,0.04432858622044869
14.09812,0.04566715088149733
14.27873,0.046901580582052585
14.46165,0.04821572566303055
14.64692,0.049739757050462595
14.83456,0.05140314093428556
15.02461,0.05341532865252247
15.21709,0.05676500661134393
15.41204,0.06050547299328243
15.60948,0.06453863602576038
15.80946,0.0689037721372521
16.01199,0.07334594100852239
16.21712,0.07739027142318364
16.42488,0.0813941699314632
16.6353,0.08429511767250442
16.84841,0.08653755787658834
17.06426,0.08827972581637702
17.28287,0.08906682293824247
17.50428,0.08954091560418208
17.72853,0.08926644674727921
17.95565,0.08871097074824423
18.18568,0.08783900797538485
18.41866,0.08676492835611256
18.65462,0.08574629422995113
18.8936,0.0847534542287409
19.13565,0.08373475950818084
19.3808,0.08269807422195072
19.62908,0.0817535939816802
19.88055,0.08090390070917261
20.13524,0.0800854547911507
20.3932,0.07931160613412137
20.65445,0.07852953397522668
20.91906,0.07774487751569976
21.18705,0.07720938597525828
21.45848,0.07678862037015882
21.73339,0.07636075514772235
22.01181,0.07592976620311294
22.29381,0.07553938739100576
22.57941,0.0751416592210133
22.86868,0.07473414909215409
23.16165,0.07429492718503507
23.45837,0.07382207928900228
23.7589,0.07334222424338241
24.06328,0.07275971085075225
24.37155,0.07199435029716902
24.68378,0.07119672667133455
25.0,0.07040222123967405
30.73734,0.05666117594801129
37.79135,0.04598624145300992
46.46422,0.03643623249990352
57.12745,0.025150193446749177
70.23782,0.015350383983720064
86.35694,0.008545591907356154
106.1753,0.0043208903380202186
130.5418,0.0020264176939137667
160.5003,0.0008945445874612723
197.3341,0.0003765489487762005
242.6209,0.00015249124532535512
298.3008,5.996460261328472e-05
366.7589,2.304845677019789e-05
450.9277,8.704863448584325e-06
554.4126,3.243855050712064e-06
681.6467,1.196624562286367e-06
838.0801,4.3807254146646487e-07
1030.414,1.5947344715532471e-07
1266.887,5.7821327004327287e-08
1557.629,2.0909999215534763e-08
1915.095,7.551990294526484e-09
2354.597,2.7278426603428654e-09
2894.961,9.870478762192685e-10
3559.336,3.5851921194212797e-10
4376.18,1.3107521957569683e-10
5380.484,4.840907810465604e-11
6615.27,1.814537151458263e-11
8133.431,6.943237367517696e-12
10000.0,1.968105068035323e-12
