lambda_micron,nuFnu
0.1,8.616990655461662e-05
0.1236673,0.04220870263477154
0.152936,0.1681114323495082
0.1891319,0.4417205203445815
0.2338943,0.8197823634936403
0.2892508,1.153349780684255
0.3577086,1.3242392374443444
0.4423686,1.2582045451964137
0.5470654,1.0457212642426166
0.676541,0.7867055407482703
0.83666,0.5549977467639932
1.034675,0.41393808049891473
1.279555,0.3390744321651535
1.582391,0.26621822679579654
1.9569,0.187095510840833
2.420045,0.11542178454766282
2.992805,0.0842245097224665
3.701121,0.06650109008204327
4.577077,0.05531434616534549
5.660348,0.05039892235888988
7.0,0.04575185001038952
7.089677,0.04577840051852361
7.180503,0.04584201869603149
7.272493,0.04590326160445632
7.365661,0.04596435786062008
7.460023,0.04607398477748214
7.555593,0.04658917688974815
7.652388,0.04751900429045269
7.750423,0.0484644542136907
7.849714,0.04943079956734119
7.950277,0.050421886018615594
8.052128,0.05297164744302286
8.155284,0.05693542674209181
8.259761,0.06414034582997676
8.365577,0.0756782154075335
8.472749,0.08857454631418336
8.581293,0.10270522137847267
8.691229,0.11777901864624585
8.802572,0.13432612921826187
8.915342,0.1537125528595634
9.029557,0.17459863266138895
9.145235,0.1958753203071343
9.262394,0.21550044278882438
9.381055,0.233541220377989
9.501236,0.24629094722307568
9.622957,0.255759073962884
9.746237,0.25944843285055386
9.871096,0.2590773503745064
9.997555,0.254122456849055
10.12563,0.24657840604963738
10.25535,0.2376037433819981
10.38673,0.2282741932459575
10.5198,0.2177541275795358
10.65457,0.2065231704053211
10.79107,0.19454501269624783
10.92931,0.18333293926127994
11.06933,0.1727809556628037
11.21113,0.1625668753088732
11.35476,0.15244722389824414
11.50023,0.1418074150887076
11.64756,0.13126023449518792
11.79677,0.12132522958578666
11.9479,0.11189483915579745
12.10097,0.10407716553619419
12.25599,0.09732699392440895
12.413,0.0912228118109859
12.57203,0.08720182804364035
12.73309,0.08550711337922244
12.89621,0.08382744790670212
13.06143,0.08406125527983392
13.22876,0.08642045907677831
13.39823,0.08919872575968378
13.56988,0.09225744867373233
13.74372,0.09571226157526763
13.91979,0.09931080997662066
14.09812,0.10271161084385719
14.27873,0.1058183170700825
14.46165,0.10910872129846948
14.64692,0.11292915089458119
14.83456,0.11709452885620235
15.02461,0.12217298643194813
15.21709,0.13091208343060337
15.41204,0.1408045201985543
15.60948,0.1515744172186996
15.80946,0.16331688390076546
16.01199,0.17525139905009196
16.21712,0.18591963870979353
16.42488,0.19635093197359063
16.6353,0.20338736273758443
16.84841,0.20839229100554046
17.06426,0.21188226136958102
17.28287,0.21260561841995454
17.50428,0.21248258114003724
17.72853,0.21033826708340458
17.95565,0.20754376693654872
18.18568,0.20403510174791595
18.41866,0.2001499277851063
18.65462,0.19657456481836402
18.8936,0.19321670784821757
19.13565,0.18993513927329406
19.3808,0.1867443453580553
19.62908,0.18390527257380765
19.88055,0.18140634719794965
20.13524,0.17908110617209605
20.3932,0.17695085801527072
20.65445,0.17488424583592133
20.91906,0.1728884937674391
21.18705,0.17152506462602962
21.45848,0.17047242006770483
21.73339,0.16945012054169847
22.01181,0.16846359728135654
22.29381,0.16760464755356294
22.57941,0.16676394211617837
22.86868,0.16593301049693282
23.16165,0.16506150722726548
23.45837,0.16414265629996458
23.7589,0.16323055861914673
24.06328,0.16211775162809555
24.37155,0.16063105761472454
24.68378,0.15908746438051843
25.0,0.15755697003677738
30.73734,0.1278123531626859
37.79135,0.09657303542444715
46.46422,0.06865800837912822
57.12745,0.041896990607910155
70.23782,0.022870288770330847
86.35694,0.011641008333485461
106.1753,0.0054696915708470715
130.5418,0.0024191722132366066
160.5003,0.0010194753919252394
197.3341,0.0004138640548014701
242.6209,0.000163020643295494
298.3008,6.280316254025789e-05
366.7589,2.378660363497816e-05
450.9277,8.891655938824043e-06
554.4126,3.290193443426211e-06
681.6467,1.207960163332504e-06
838.0801,4.408196190962602e-07
1030.414,1.6013543903146023e-07
1266.887,5.7980448882691576e-08
1557.629,2.094826353768629e-08
1915.095,7.561224624078527e-09
2354.597,2.7300873894011094e-09
2894.961,9.876000193582475e-10
3559.336,3.586574039910229e-10
4376.18,1.3111064557039943e-10
5380.484,4.841844561600782e-11
6615.27,1.8147942432033036e-11
8133.431,6.943972611317548e-12
10000.0,1.9683224431315753e-12
